question,answer,image_id
how many sofas are there,2,image590
how many brown colour tables are there,2,image466
what is on the left side of the electric kettle,container,image844
what is the object close to the wall,wall_decoration,image471
what is beneath the shelf,basket,image491
what is the object on the table,pot,image605
what is on the left side of the picture,door,image676
what is on the left side of the cair,excercise_ball,image426
how many tissue rolls are there,3,image703
what is the white object on the left side of the toilet,bathtub,image511
what is the object close to the wall above the counter,blackboard,image121
what is the black animal that is lying on the carpet and in front of the blue sofa,dog,image1331
how many pillows are there on the red couch,4,image202
what is on the table,paper,image592
how many red objects are on the wall,1,image30
what are the objects on the cot,"pillow, blanket, jacket",image56
what is on the right side of the basket,blinds,image743
what is on the right side of the laptop,plastic_cup_of_coffee,image4
what is behind the glue,bottle_of_liquid,image22
what color is the kitchen towel hanging on the cabinet handle,yellow,image134
what is on the end of the table,remote_control,image598
what color is the armchair,black,image1226
how many chairs are visible,1,image479
what is the object close to the wall below the cabinet,microwave,image854
what is the object in front of the wall and to the right of the rack,lamp,image52
what color is the blanket on the mattress,brown,image82
what color is the chair in front of the wall on the left side of the stacked chairs,blue,image6
what is on the left side of the man,cup,image635
what is on the left most side on the table,cordless_telephone,image600
what is on the left side of the table,garbage_bin,image421
what is the object close to the floor,floor_mat,image494
what is in front of the blinds,projector_screen,image26
what is on the right most side on the table,lamp,image533
what is the object on the side table,lamp,image76
what is the object close to the towel rod,towel,image659
what is on the left side of the dishwasher,garbage_bin,image826
what is the largest dark brown object in this picture,blinds,image76
what is the object above the stove close to the wall,microwave,image145
what is the colour of the bag,"blue, black",image493
what is on the second last shelf of the wooden rack,shoe,image763
how many beds are there,3,image1097
what is on the microwave,"coffee_machine, basket",image591
how many drawers are there,9,image75
how many pillows are there,2,image58
what is beneath the window,towel,image706
what is the largest object,bed,image541
how many large rectangle objects are there on the table,5,image54
what color is the coffee table in front of the sofa,brown,image588
how many blinds are there,1,image26
what is the object on the floor in front of the room divider,stool,image835
what is the object on the sofa,towel,image594
what is the object on the floor right of the bed,cabinet,image1058
what is the most colorful object in this picture,blanket,image1287
how many shelves does the bookcase have on the left side of the sweatshirts,6,image99
what is the object close to the wall,poster_board,image36
what is on the bathtub,bottle_of_liquid,image669
what is the colour of the object on the left side of the stand,white,image420
how many chairs are there,4,image864
what is on the left side of the chair,garbage_bin,image608
